,Topic,Count,Name,Representation,KeyBERT,Representative_Docs
56,55,196,55_للاطفال_ومناسب_للطفل_ومفيده,"['للاطفال', 'ومناسب', 'للطفل', 'ومفيده', 'ومريحه', 'وممتعه', 'نفسيا', 'مناسبه', 'مريحه', 'الاعمار']","['للاطفال', 'لاطفال', 'مناسب', 'ومناسب', 'ومرتبه', 'الاطفال', 'للصغار', 'وممتعه', 'الاولاد', 'رياض الاطفال']","['ومناسب للاطفال', 'ومناسب للاطفال', 'ومناسب للاطفال']"
57,56,195,56_نظافه_النظافه_ونظافه_المكان,"['نظافه', 'النظافه', 'ونظافه', 'المكان', 'نظافه المركز', 'نظافه المكان', 'والنظافه', 'ناحيه النظافه', 'بنظافه', 'نظافه اهتمام']","['نظافه', 'ونظافه', 'النظافه', 'نظافه المكان', 'بنظافه', 'نظافه المركز', 'نظافه اهتمام', 'والنظافه', 'مستوي النظافه', 'ناحيه النظافه']","['وعامله نظافه', 'وقله نظافه', 'المكان نظافه']"
58,57,194,57_اولياء_اولياء الامور_الامور_رحب,"['اولياء', 'اولياء الامور', 'الامور', 'رحب', 'الاستفسارات', 'اي', 'ملاحظه', 'اي ملاحظه', 'استفسار', 'صدر']","['اولياء الامور', 'اشكرهم', 'الامهات', 'الاهالي', 'الطلاب', 'اولياء', 'يستقبلون', 'ومتابعتهم', 'متعاونين', 'التجاوب']","['اولياء الامور', 'وبالتواصل اولياء الامور', 'يتقبلون اراء اولياء الامور']"
59,58,179,58_وحنونين_مبدعين_لطيفين_حنونين,"['وحنونين', 'مبدعين', 'لطيفين', 'حنونين', 'محترفين', 'لطيفات', 'مجتهدين', 'نصيب', 'كذب', 'ناس']","['وحنونين', 'وحرصين', 'وتعليمي', 'جداا', 'حنونين', 'كويسين', 'يا', 'هيفاء', 'والموظفين', 'الاهل']","['وحنونين', 'وحنونين', 'وحنونين']"
60,59,173,59_ويبارك_جزاكم الله خير_بالتوفيق_جزاكم الله,"['ويبارك', 'جزاكم الله خير', 'بالتوفيق', 'جزاكم الله', 'جزاكم', 'والطالبات', 'اقول', 'اجركم', 'وممتازه', 'الله خير']","['جزاكم الله خير', 'جزاكم الله', 'جزاكم', 'اجركم', 'يكتب اجركم', 'الله خير', 'تبارك الله', 'خير الله', 'الله تبارك الله', 'ماشاء الله']","['جزاكم الله خير', 'جزاكم الله خير', 'جزاكم الله خير']"
61,60,165,60_مركز_مركز متكامل_المركز_متكامل,"['مركز', 'مركز متكامل', 'المركز', 'متكامل', 'فرع', 'مركز متميز', 'متميز', 'مركز جميل', 'للمركز', 'سماء']","['مركز متكامل', 'مركز متميز', 'مركز مميز', 'مركز جميل', 'مركز ممتاز', 'مركز تكوين', 'مركز غراس', 'مركز عالم', 'مركز', 'مركز سماءي']","['مركز متكامل', 'مركز متكامل', 'مركز متكامل جميل']"
62,61,163,61_والمعلمات_اسماء__,"['والمعلمات', 'اسماء', '', '', '', '', '', '', '', '']","['والمعلمات', '', '', '', '', '', '', '', '', '']","['والمعلمات', 'والمعلمات', 'والمعلمات']"
63,62,160,62_واهتمام_صدر__,"['واهتمام', 'صدر', '', '', '', '', '', '', '', '']","['واهتمام', 'صدر', '', '', '', '', '', '', '', '']","['واهتمام', 'واهتمام', 'واهتمام']"
64,63,159,63_ممتازه_تعليميه_خدمه_اساليب,"['ممتازه', 'تعليميه', 'خدمه', 'اساليب', 'خدمات', 'والمتابعه', 'ورعايه', 'التعليميه', 'المستمره', 'متطوره']","['ممتازه', 'متميزه', 'تعليميه', 'مميزه', 'جديده', 'وزياده', 'ماديه', 'متطوره', 'ناجحه', 'رهيبه']","['وخدمه ممتازه', 'طريقهتدريسه ممتازه', 'خطط تعليميه ممتازه لتطوير الاطفال']"
65,64,150,64_متي_الرسوم_التسجيل_رسوم,"['متي', 'الرسوم', 'التسجيل', 'رسوم', 'متي تفتح', 'المبلغ', 'تفتح', 'يبدا', 'تسجيل', 'الاشتراك']","['متي تفتح', 'متي', 'رسوم التسجيل', 'الطابور', 'اول ابتداءي', 'تجديد', 'التسجيل', 'الاشتراك', 'اتوقع', 'زياده']","['متي تخلص الصيانه', 'متي يستلم الطالب الكتب يوم التسجيل', 'متي التسجيل']"
66,65,149,65_ومتعاونه_وانشطه_تجربتي_لـ,"['ومتعاونه', 'وانشطه', 'تجربتي', 'لـ', 'وانشطتهم', 'الكل', 'الامهات', 'نصف', 'وبشكل', 'اكتب تجربتي']","['ومتعاونه', 'وبشكل', 'والتعاون', 'والاحترام', 'وشكر', 'محمد', 'الشي', 'مره', 'الاهل', 'وراقي']","['ومتعاونه', 'ومتعاونه', 'ومتعاونه']"
67,66,149,66_القران_القران الكريم_الكريم_حفظ,"['القران', 'القران الكريم', 'الكريم', 'حفظ', 'قران', 'تحفيظ', 'دار', 'القصيره', 'سوره', 'تعلم']","['القران الكريم', 'التحفيظ', 'والقران', 'سوره', 'القران', 'تحفيظ', 'قراءه', 'الفاتحه', 'حافظه', 'قران']","['وسور القران', 'وحفظ لسور القران', 'ومدرسه تخفيض القران']"
68,67,144,67_مكان_للاطفال_ومكان_وعدد,"['مكان', 'للاطفال', 'ومكان', 'وعدد', 'امن', 'مجهز', 'افضل مكان', 'مناسب', 'مكان راءع', 'للاطفال افضل']","['مكان جميل', 'افضل مكان', 'جميل للاطفال', 'مكان امن', 'لتعليم الاطفال', 'الاطفال افضل', 'للاطفال افضل', 'الاطفال مكان', 'مكان راءع', 'لاطفال']","['مكان جيد للاطفال', 'مكان مهيء لاستقبال الاطفال', 'مكان جيد للاطفال']"
69,68,143,68_ومهتمين_وتاسيس_والتاسيس_قوي,"['ومهتمين', 'وتاسيس', 'والتاسيس', 'قوي', 'تاسيس', 'وتاسيسهم', 'التاسيس', 'بالاطفال', 'ممتاز', 'ومهتمات']","['ومهتمين', 'ومهتمات', 'ومهتمه', 'وتاسيسهم', 'وتاسيس', 'مميزين', 'ومتمكنات', 'حريصين', 'متميز', 'الجبار']","['ومهتمين بعملهم', 'ومهتمين بجوده', 'ومهتمين']"
70,69,142,69_مركز جميل_جميل_مركز_دار,"['مركز جميل', 'جميل', 'مركز', 'دار', 'منظم', 'متعاون', 'مبدع', 'رهيب', 'بحث', 'جمميل']","['مركز جميل', 'مركز', 'المركز', 'منظم', 'تجربتي مركز', 'ممتاز', 'مبدع', 'الجميل', 'امان', 'جمميل']","['مركز جميل', 'مركز جميل', 'مركز جميل']"
71,70,139,70_ماشاء_ماشاء الله_تبارك_ماشاءالله,"['ماشاء', 'ماشاء الله', 'تبارك', 'ماشاءالله', 'تبارك الله', 'الله تبارك', 'ماشاء الله تبارك', 'الله تبارك الله', 'ماشاءالله تبارك', 'ماشاءالله تبارك الله']","['ماشاءالله تبارك', 'ماشاءالله تبارك الله', 'ماشاءالله تبارك الرحمن', 'ماشاء الله تبارك', 'ماشاءالله', 'ماشاءلله', 'ماشالله تبارك الله', 'ماشاء الله', 'ماشالله تبارك', 'الله تبارك الله']","['وتجربتي الروضه ماشاء الله تبارك الله جميله', 'الحضانه ماشاء الله تبارك الله ممتازه', 'حضانه ماشاء الله تبارك الله ممتازه']"
72,71,138,71_يستاهلون_نجوم_تستاهلون_رقم نجوم,"['يستاهلون', 'نجوم', 'تستاهلون', 'رقم نجوم', 'تستاهل', 'خمس', 'يستحقون', 'نجمه', 'نجمات', 'خمس نجوم']","['يستاهلون', 'تستاهلون', 'يستاهل', 'تستاهل', 'صراحه', 'ان شاءالله', 'يستحقون', 'خمس نجوم', 'بصراحه', 'رقم نجوم']","['يستاهلون رقم نجوم', 'يستاهلون رقم نجوم', 'يستاهلون رقم نجوم']"
73,72,135,72_فضله_ويبارك_يرزقهم_جهودهم,"['فضله', 'ويبارك', 'يرزقهم', 'جهودهم', 'عملهم', 'رزقهم', 'يارب', 'يا', 'حبيبتي', 'وجل']","['يزيدهم فضله', 'يرزقهم', 'الله يرزقهم', 'يزيدهم', 'فضله', 'يارب العالمين', 'رزقهم', 'الله جميعا', 'جهودكم', 'الله']","['ويزيدهم فضله', 'وزادهم فضله', 'وزاده فضله']"
74,73,127,73_لاحظت_ان_بيته_بانه,"['لاحظت', 'ان', 'بيته', 'بانه', 'كبير', 'سعيد', 'الثاني', 'لاحظته', 'انا', 'بيته الثاني']","['لاحظت تغير', 'لاحظته', 'بشكل كبير', 'تطور', 'تغيير', 'فعلا', 'لاحظت', 'تغير', 'شيء', 'التغيير']","['لاحظت تطوره', 'لاحظت تطور كبير ثقتها', 'لاحظت فرق كبير']"
75,74,127,74_المعلمات_العاملين_العاملات_المعلمين,"['المعلمات', 'العاملين', 'العاملات', 'المعلمين', 'الطلاب', 'الكبير', 'الطالبات', 'المسلمين', 'وعدد', 'الرياضيات']","['المعلمات', 'المعلمين', 'العاملين', 'التدريس', 'العاملات', 'وعدد', 'الكبير', 'الطلاب', 'باقي', 'المسلمين']","['المعلمات', 'المعلمات', 'المعلمات']"
76,75,126,75_المبني_والمبني_قديم_مبني,"['المبني', 'والمبني', 'قديم', 'مبني', 'جديد', 'سيء', 'الجديد', 'جيد', 'جميل', 'مجهز']","['مبني جميل', 'المبني الجديد', 'تجديد', 'بناء', 'قديم', 'المبني', 'مبني', 'مجهز', 'المكان', 'والمبني']","['المبني قديم', 'اعتذر المبني قديم', 'والمبني قديم']"
77,76,126,76_الكلمه_بمعني الكلمه_بمعني_معني,"['الكلمه', 'بمعني الكلمه', 'بمعني', 'معني', 'تعنيه', 'تعنيه الكلمه', 'راءعه', 'مدرسه راءعه', 'مدرسه', 'حضانه راءعه']","['بمعني الكلمه', 'تعنيه الكلمه', 'حضانه راقيه', 'راءعه راءعه', 'عظيمه', 'حضانه راءعه', 'بمعني', 'جميله', 'مدرسه راءعه', 'حضانه']","['رااءعين بمعني الكلمه', 'واختها رااقيات بمعني الكلمه', 'والترفيهيه راءعه بمعني الكلمه']"
78,77,125,77_يسعدها_الله يسعدها_الله يسعدهم_يسعدهم,"['يسعدها', 'الله يسعدها', 'الله يسعدهم', 'يسعدهم', 'الله', 'الله يسعد', 'واستاذه', 'يسعد', 'يسعدكم', 'يوفقها']","['الله يسعدها', 'الله يوفقها', 'ربي يسعدها', 'الله يسعد قلبها', 'الله يسعدهم', 'الله يجزاها', 'الله يسعدكم', 'يسعدها', 'يوفقها', 'الله يوفقكم']","['والاستاذه ساره الله يسعدها متحمله اطفالنا', 'وبالاخص امجاد الله يسعدها', 'الله يسعدها ام امير']"
79,78,121,78_والاداريه_العامله_والاستاذه_النورانيه,"['والاداريه', 'العامله', 'والاستاذه', 'النورانيه', 'القصيره', 'الخبره', 'النجمه', 'الممتاز', 'الاولي', 'وحتي']","['والاداريه', 'والاستاذه', 'والمديره', 'المطلوبه', 'المتميزه', 'الحركيه', 'الجيده', 'الجميله', 'القصيره', 'الممتازه']","['والاداريه', 'والاداريه', 'والاداريه']"
80,79,120,79_وجواهر_وحبوبه_وبشوشات_بشوشات,"['وجواهر', 'وحبوبه', 'وبشوشات', 'بشوشات', 'ومتمكنات', 'خلوقات', 'متمكنات', 'الحب', 'بالحب', 'حب']","['وجواهر', 'وحبوبه', 'وبشوشات', 'بشوشات', 'نجمات', 'بالحب', 'مو', 'حب', 'ومتمكنات', 'متمكنات']","['وجواهر', 'وجواهر', 'وجواهر']"
81,80,119,80_ابتداءي_الترم_الابتداءي_ثالث,"['ابتداءي', 'الترم', 'الابتداءي', 'ثالث', 'اولي', 'الاول', 'اول ابتداءي', 'الثالث', 'مستوي ثاني', 'الصف']","['اول ابتداءي', 'ابتداءي', 'الابتداءيه', 'الابتداءي', 'تمهيدي', 'وتخرج', 'تدريس', 'دراسي', 'للتمهيدي', 'مستوي ثاني']","['وثاني ابتداءي', 'وفتح صفوف ابتداءي', 'الترم اولي ابتداءي']"
82,81,118,81_الحروف_والكتابه_وتعلم_الاحرف,"['الحروف', 'والكتابه', 'وتعلم', 'الاحرف', 'حروف', 'كلمات', 'وكتابه', 'ويقول', 'وتعليم', 'تعليم']","['الحروف', 'الاحرف', 'حروف', 'الارقام', 'وتعلم', 'ونص', 'اشد', 'يدها', 'يتعلمون', 'وتطور']","['ومخارج الحروف', 'واتقنت الحروف', 'ولايعرف الحروف']"
83,82,118,82_ومرتبه_اهتمام__,"['ومرتبه', 'اهتمام', '', '', '', '', '', '', '', '']","['ومرتبه', 'اهتمام', '', '', '', '', '', '', '', '']","['ومرتبه', 'ومرتبه', 'ومرتبه']"
84,83,118,83_حضانه جميله_حضانه ممتازه_حضانه_جميله,"['حضانه جميله', 'حضانه ممتازه', 'حضانه', 'جميله', 'ممتازه', 'مريحه', 'وحضانه', 'روعه', 'رووعه', 'ثقه']","['حضانه جميله', 'حضانه ممتازه', 'حضانه', 'وحضانه', 'للحضانه', 'تعليميه', 'ممتازه', 'جميله', 'زينه', 'جديده']","['حضانه جميله', 'حضانه جميله', 'حضانه جميله']"
85,84,116,84_حق_شهاده حق_شهاده_كلمه,"['حق', 'شهاده حق', 'شهاده', 'كلمه', 'كلمه حق', 'حق تقال', 'تقال', 'التجاوب', 'ملاحظات', 'الملاحظات']","['شهاده حق', 'كلمه حق', 'شهاده', 'كلمه حق تقال', 'شهادتي', 'حق تقال', 'راحه', 'حق', 'نصيحه', 'بسيطه']","['شهاده حق', 'شهاده حق', 'شهاده حق']"
86,85,115,85_لضيافه_لضيافه الاطفال_الاطفال مركز_الحضانه ممتازه,"['لضيافه', 'لضيافه الاطفال', 'الاطفال مركز', 'الحضانه ممتازه', 'مركز', 'ضيافه', 'مراكز', 'ممتازه', 'المراكز', 'ضيافه الاطفال']","['لضيافه الاطفال', 'ضيافه الاطفال', 'لرعايه الاطفال', 'مركز للاطفال', 'مركز ضيافه', 'اجمل المراكز', 'افضل المراكز', 'الحضانه ممتازه', 'احتواء الاطفال', 'افضل مراكز']","['واحن المراكز لضيافه الاطفال', 'افضل المراكز لضيافه الاطفال', 'افضل المراكز لضيافه الاطفال']"
87,86,114,86_تعامل_طاقم_راءع_نظافه,"['تعامل', 'طاقم', 'راءع', 'نظافه', 'انصح', 'راقي', 'راءعه', 'المركز', 'ممتازه', 'اكثر']","['رعايه الاطفال', 'تعامل راقي', 'اشكركم', 'كلمه حق', 'افضل مراكز', 'تعامل الاداره', 'اولياء الامور', 'رياض الاطفال', 'قمه الروعه', 'رعايه']","['كلمه حق رغم ان كلماتي توفي المركز حقه افضل مراكز رعايه الاطفال الرياض', 'كلمه حق رغم ان كلماتي توفي المركز حقه افضل مراكز رعايه الاطفال الرياض', 'كلمه حق رغم ان كلماتي توفي المركز حقه افضل مراكز رعايه الاطفال الرياض']"
88,87,111,87_ونظافه_عاليه_مدار_الساعه,"['ونظافه', 'عاليه', 'مدار', 'الساعه', 'كامل', 'اكثر', '', '', '', '']","['ونظافه', 'اكثر', 'مدار', 'كامل', '', '', '', '', '', '']","['ونظافه', 'ونظافه', 'ونظافه']"
89,88,111,88_مركز راءع_راءع_مركز_رااءع,"['مركز راءع', 'راءع', 'مركز', 'رااءع', 'جمييل', 'جمميل', 'رحله', 'الكلمه', 'راءعه', '']","['مركز راءع', 'راءع', 'رااءع', 'راءعه', 'مركز', 'جمميل', 'رحله', 'جمييل', '', '']","['مركز راءع', 'مركز راءع', 'مركز راءع']"
90,89,109,89_عمره_عمرها_سنتين_سنوات,"['عمره', 'عمرها', 'سنتين', 'سنوات', 'رقم سنوات', 'شهور', 'السنتين', 'بعمر', 'رقم شهور', 'عمره رقم']","['طفل', 'صغيرتي', 'طفلين', 'طفلتي', 'طفلي', 'رضيع', 'ابنتي', 'بنت', 'عمره', 'سنه']","['عمره سنتين', 'عمره سنتين', 'عمره سنتين']"
91,90,109,90_للاداره_الاداره_اشكر الاداره_واشكر,"['للاداره', 'الاداره', 'اشكر الاداره', 'واشكر', 'والشكر موصول', 'اشكر', 'موصول', 'لاداره', 'والشكر', 'الشكر']","['اشكر الاداره', 'للاداره', 'الاداره', 'الادراه', 'والشكر موصول', 'والاداره', 'الشكر الجزيل', 'جزيل الشكر', 'اشكرك', 'وللاداره']","['الشكر للاداره', 'الرجوع للاداره', 'تقديري للاداره']"
92,91,109,91_الراقي_تعاملها_تعاملهم_وتعاملها,"['الراقي', 'تعاملها', 'تعاملهم', 'وتعاملها', 'وحسن', 'تعاملهم جميل', 'وتعاملهم', 'ورقي', 'الطيب', 'رقي']","['تعاملها الراقي', 'حسن تعاملها', 'تعاملهم جميل', 'حسن تعاملهم', 'تعاملهم ممتاز', 'وتعاملهم', 'حسن تعاملكم', 'تعاملهم لطيف', 'وتعاملها', 'ومعاملتهم']","['وتعاملها الراقي', 'وتعاملها الراقي', 'وتعاملها الراقي']"
93,92,108,92_العربيه_الانجليزيه_اللغه_باللغه,"['العربيه', 'الانجليزيه', 'اللغه', 'باللغه', 'اللغه العربيه', 'باللغه العربيه', 'لغه', 'والارقام', 'الحروف', 'تعليم']","['اللغه العربيه', 'باللغه العربيه', 'اللغه', 'الانجليزيه', 'باللغه', 'لغه', 'انجليزيه', 'العربيه', 'الماده العلميه', 'المملكه']","['تعليم اسس اللغه العربيه', 'ومتمكنه تعليم اللغه العربيه', 'لانني افهم اللغه العربيه']"
94,93,108,93_وبالتوفيق_بالتوفيق_التقدم_التوفيق,"['وبالتوفيق', 'بالتوفيق', 'التقدم', 'التوفيق', 'للجميع', 'التميز', 'المزيد', 'مزيدا', 'والي', 'مزيد التقدم']","['وبالتوفيق', 'بالتوفيق', 'التوفيق', 'مزيد التقدم', 'الف شكر', 'موفقين', 'والتوفيق', 'الف', 'تحياتي', 'شكر']","['وبالتوفيق', 'وبالتوفيق', 'وبالتوفيق']"
95,94,106,94_حضانه راءعه_حضانه_راءعه_رااءعه,"['حضانه راءعه', 'حضانه', 'راءعه', 'رااءعه', 'حضانه اطفال', 'حضانه تكوين', 'وحضانه', 'تكوين', 'اطفال', '']","['حضانه راءعه', 'حضانه تكوين', 'حضانه', 'راءعه', 'وحضانه', 'حضانه اطفال', 'رااءعه', 'اطفال', 'تكوين', '']","['حضانه راءعه', 'حضانه راءعه', 'حضانه راءعه']"
96,95,105,95_الله_رحمه_ورحابه صدر_لله,"['الله', 'رحمه', 'ورحابه صدر', 'لله', 'ورحابه', 'صدر', 'مشاء الله', 'مشاء', '', '']","['ورحابه صدر', 'مشاء الله', 'الله', 'رحمه', 'ورحابه', 'مشاء', 'لله', '', '', '']","['ورحم الله بناها', 'ورحمه الله', 'ورحمه الله']"
97,96,105,96_استاذه_استاذه مها_المطيري_مريم,"['استاذه', 'استاذه مها', 'المطيري', 'مريم', 'استاذه اماني', 'لمي', 'رزان', 'ريما', 'نوره', 'مها']","['استاذه فاطمه', 'استاذه هدي', 'استاذه مها', 'استاذه عبير', 'استاذه اماني', 'استاذه نجد', 'استاذه', 'امينه', 'مبدعه', 'مخلصه']","['استاذه فهيمه', 'استاذه نداء', 'استاذه رسميه']"
98,97,105,97_المدرسه_مديره المدرسه_صغيره_داخل,"['المدرسه', 'مديره المدرسه', 'صغيره', 'داخل', 'داخل المدرسه', 'الدراسيه', 'بالمدرسه', 'للتسجيل', 'مديره', 'الفصول']","['مديره المدرسه', 'حارس المدرسه', 'داخل المدرسه', 'لاداره المدرسه', 'بالمدرسه', 'طاقم المدرسه', 'المدرسه', 'للمدرسه', 'الفاتحه', 'والمدرسه']","['وظيفه المدرسه', 'وتوقفت المدرسه مارس', 'ومدير المدرسه طيبون']"
99,98,103,98_المراكز_افضل المراكز_افضل_اجمل المراكز,"['المراكز', 'افضل المراكز', 'افضل', 'اجمل المراكز', 'افضل المدارس', 'المدارس', 'اجمل', 'الرياض', 'طويق', 'افضل مراكز']","['افضل المراكز', 'اجمل المراكز', 'افضل مراكز', 'افضل المدارس', 'افضل مركز', 'اجمل مركز', 'افضل مدارس', 'مركز ممتاز', 'افضل', 'المراكز']","['افضل المراكز', 'افضل المراكز', 'افضل المراكز']"
100,99,102,99_لمديره_المدرسه_اداره المدرسه_مديره,"['لمديره', 'المدرسه', 'اداره المدرسه', 'مديره', 'لاداره', 'القاده', 'اشكر', 'اداره', 'مديره الروضه', 'والتقدير']","['اداره المدرسه', 'لاداره المدرسه', 'مديره المدرسه', 'طاقم المدرسه', 'حارس المدرسه', 'الشكر موصول', 'وتقديري', 'الشكر الجزيل', 'والشكر موصول', 'شكر خاص']","['اشكر اداره المدرسه', 'اشكر اداره المدرسه', 'اشكر اداره المدرسه']"
101,100,102,100_والتقدير_تحياتي__,"['والتقدير', 'تحياتي', '', '', '', '', '', '', '', '']","['والتقدير', 'تحياتي', '', '', '', '', '', '', '', '']","['والتقدير', 'والتقدير', 'والتقدير']"
102,101,101,101_للاطفال_للطفل_وامن_واحتواء,"['للاطفال', 'للطفل', 'وامن', 'واحتواء', 'وجميل', 'جميل للاطفال', 'امن', 'ورعايتهم', 'والامان', 'احتواء']","['جميل للاطفال', 'للاطفال', 'للاطفال افضل', 'الاطفال جميل', 'الامهات', 'لاطفالي', 'للطفل', 'المعلمات', 'الاطفال', 'والامان']","['والحنان للاطفال', 'ومحب للاطفال', 'ومحبات للاطفال']"
