,Topic,Count,Name,Representation,KeyBERT,Representative_Docs
56,55,241,55_مكان_امن_الاماكن_المكان,"['مكان', 'امن', 'الاماكن', 'المكان', 'للاطفال', 'ومكان', 'مناسب', 'مكان امن', 'ممكن', 'طفلك']","['للاطفال', 'لاطفال', 'للطفل', 'الاطفال', 'مكان امن', 'حريصين الاطفال', 'لتعليم الاطفال', 'الطفل', 'اطفال', 'لطفلي']","['افضل مكان للاطفال', 'مكان مهيء لاستقبال الاطفال', 'مكان لصغيرك ينام']"
57,56,232,56_انصح_بشده_اوصي_انصحكم,"['انصح', 'بشده', 'اوصي', 'انصحكم', 'انصح بشده', 'وانصح', 'اوصي بشده', 'انصح الجميع', 'انصح ام', 'ابدا']","['انصح بشده', 'انصحكم', 'ممتازه انصح', 'انصح اي', 'انصح', 'انصحك', 'انصح ام', 'انصح الكل', 'موصي', 'اوصي']","['انصح بزيارته', 'انصح بالتسجيل لتميزها', 'انصح اطلاقا']"
58,57,231,57_التواصل_والتواصل_وتواصل_مستمر,"['التواصل', 'والتواصل', 'وتواصل', 'مستمر', 'تواصل', 'المستمر', 'اولياء', 'تواصل داءم', 'اولياء الامور', 'سهل']","['التواصل', 'تواصل', 'بالتواصل', 'والتواصل', 'توصل', 'وتواصل', 'تتواصل', 'توصيل', 'تواصل داءم', 'تعلق']","['التواصل', 'التواصل', 'التواصل اولياء الامور ممتاز']"
59,58,230,58_وانا_انا_مطمنه_مطمءنه,"['وانا', 'انا', 'مطمنه', 'مطمءنه', 'اقدر', 'اني', 'مرتااحه', 'انا ام', 'حطيت', 'اقدم']","['وانا متطمنه', 'انا كام', 'اني حطيت', 'انا مره', 'وانا', 'انا ام', 'ودمتم', 'اني كنت', 'ويطمنوني', 'انا']","['وانا اغير يغني', 'وانا ماكذب', 'وانا بعطيه جوالي']"
60,59,216,59_المهارات_مهارات_وتنميه_جديده,"['المهارات', 'مهارات', 'وتنميه', 'جديده', 'والمهارات', 'تطوير', 'تنميه', 'كثيره', 'اشياء', 'تنمي']","['المهارات', 'مهارات', 'ومهارات', 'والمهارات', 'ومتمكنات', 'وتنميه', 'متمكنين', 'وتعلم', 'تجارب', 'وتطوير']","['المهارات', 'وتنميه المهارات', 'وتنميه المهارات']"
61,60,214,60_كادر تعليمي_كادر_تعليمي_معلمات,"['كادر تعليمي', 'كادر', 'تعليمي', 'معلمات', 'والمعلمات', 'ممتازات', 'المعلمين', 'ممتازين', 'افضل', 'مدرسات']","['كادر تعليمي', 'تعليمي راءع', 'تعليمي', 'التدريس', 'تعليمي متميز', 'تعليمي مميز', 'مدرسات', 'معلمين', 'المعلمين', 'المعلمون']","['كادر تعليمي', 'كادر تعليمي', 'كادر تعليمي']"
62,61,212,61_الرياض_افضل_افضل الحضانات_افضل روضه,"['الرياض', 'افضل', 'افضل الحضانات', 'افضل روضه', 'الحضانات', 'حضانات', 'افضل المدارس', 'المراكز', 'المدارس', 'روضه']","['الرياض', 'رياض', 'ريال', 'روضه', 'مدينه', 'قرطبه', 'عقبال', 'ياليت', 'ايدي', 'ارقي']","['والاحياء المجاوره الرياض', 'عباقره الرياض', 'وزحمه الرياض']"
63,62,208,62_للاطفال_فعاليات_متنوعه_انشطه,"['للاطفال', 'فعاليات', 'متنوعه', 'انشطه', 'ممتعه', 'وممتع', 'للطفل', 'وفعاليات', 'وانشطه', 'نشاطات']","['للاطفال', 'جميله للاطفال', 'الاطفال', 'للاطفال شي', 'للصغار', 'لرياض الاطفال', 'للطفل', 'لطفل', 'لاطفالنا', 'الطفل']","['وحركي للاطفال بهدف استثمار اوقاتهم ينفعهم', 'والجذابه للاطفال', 'ومثيره للاطفال']"
64,63,207,63_رقم سنوات_سنوات_سنه_رقم,"['رقم سنوات', 'سنوات', 'سنه', 'رقم', 'عمره رقم', 'عمره', 'رقم سنه', 'الاعمار', 'العمر', 'عمر']","['رقم سنوات', 'رقم سنين', 'رقم سنه', 'عمره رقم', 'سنوات', 'بعمر رقم', 'السنه', 'السنه اللي', 'السن', 'سنين']","['رقم سنوات', 'وبسمه رقم سنوات سنه', 'واستمرت رقم سنوات']"
65,64,204,64_وش_وربي_وهالشي_مبسوط,"['وش', 'وربي', 'وهالشي', 'مبسوط', 'والاداره', 'حلقه', 'اسجل', 'احط', 'سوا', 'وحابه']","['وش', 'وحابه اشكر', 'وحاب', 'وامهات', 'سوا', 'وهالشي', 'هيك', 'وحابه', 'هاد', 'عارفه']","['وش اخل', 'وش تبون', 'وش السالفه']"
66,65,203,65_رقم_رقم رقم_الروضه رقم_الكتب,"['رقم', 'رقم رقم', 'الروضه رقم', 'الكتب', 'جي رقم', 'خصم', 'يرد', 'محد', 'جي', 'رقم درجه']","['رقم رقم', 'رقم', 'معاهم رقم', 'رقم ونص', 'الي رقم', 'الروضه رقم', 'عدد', 'رقم الف', 'جي رقم', 'رقم درجه']","['وتقيمي رقم رقم', 'رقم رقم', 'رقم رقم']"
67,66,203,66_اطفالنا_لاطفالنا_ابناءنا_لابناءنا,"['اطفالنا', 'لاطفالنا', 'ابناءنا', 'لابناءنا', 'اولادنا', 'باطفالنا', 'اجل', 'بناتنا', 'وحرصها', 'وحرصكم']","['اطفالنا', 'لاطفالنا', 'اولادنا', 'لابناءنا', 'ابناءنا', 'بناتنا', 'باطفالنا', 'الصغار', 'واهتمامهم', 'وجهودها']","['وخوفه اطفالنا', 'اطفالنا', 'ولجهودهم اطفالنا']"
68,67,201,67_الساعه_الساعه رقم_الصباح_رقم,"['الساعه', 'الساعه رقم', 'الصباح', 'رقم', 'الصباحيه', 'رقم ساعات', 'ساعات', 'الفتره', 'المساءيه', 'الصباحي']","['الساعه رقم', 'رقم ساعه', 'رقم ساعات', 'الساعه', 'ساعه', 'ساعات', 'رقم رقم', 'ال رقم', 'بالساعه', 'رقم ونص']","['وجت الساعه رقم', 'الساعه رقم', 'الساعه رقم تقول البوكس حقه اللي الساعه رقم الصباح']"
69,68,201,68_حضانه ممتازه_ممتازه_الحضانه ممتازه_حضانه,"['حضانه ممتازه', 'ممتازه', 'الحضانه ممتازه', 'حضانه', 'روضه ممتازه', 'حضانه متميزه', 'حضانه مميزه', 'مميزه', 'الحضانه', 'متميزه']","['حضانه ممتازه', 'حضانه مميزه', 'الحضانه ممتازه', 'حضانه متميزه', 'روضه ممتازه', 'ممتازه ناحيه', 'الممتازه', 'ممتازه', 'حضانه', 'الممتاز']","['حضانه ممتازه', 'حضانه ممتازه', 'حضانه ممتازه']"
70,69,194,69_المديره_والمديره_مديره_مديره الحضانه,"['المديره', 'والمديره', 'مديره', 'مديره الحضانه', 'راسهم', 'ومديره', 'راقيه', 'الاداره', 'خلوقه', 'راءعه']","['راسهم مديره', 'اشكر مديره', 'راسهم المديره', 'المديره', 'المديره الفاضله', 'مديره', 'ومديره', 'المديره استاذه', 'والمديره', 'مديره الروضه']","['بدء المديره', 'وماشفت المديره', 'وقابلت المديره']"
71,70,193,70_اتمني_التقدم_واتمني_المزيد,"['اتمني', 'التقدم', 'واتمني', 'المزيد', 'المستوي', 'مزيد', 'يستمر', 'يستمرون', 'اتمني ان', 'نتمني']","['اتمني ان', 'كنت اتمني', 'التقدم', 'اتمني', 'تمنياتي', 'نتمني', 'يتطورون', 'اتمنا', 'يستمر', 'لاكثر']","['اتمني المزيد التقدم', 'اتمني استمرار التقدم', 'اتمني المزيد التقدم']"
72,71,193,71_والمديره_المديره_تعامل_الاداره,"['والمديره', 'المديره', 'تعامل', 'الاداره', 'تعامل الاداره', 'راقي', 'تعامل راقي', 'والاداره', 'تعاملها', 'متفهمه']","['تعامل الاداره', 'تعامل راقي', 'تعاملها راقي', 'راقي التعامل', 'راءع تعامل', 'راءعه تعامل', 'تعاملهم راقي', 'تعاملهم راءع', 'ناحيه تعامل', 'ممتاز تعامل']","['تعامل الاداره راقي', 'تعامل الاداره راقي', 'تعامل الاداره راقي']"
73,72,191,72_التوفيق_النجاح_اتمني_اتمني التوفيق,"['التوفيق', 'النجاح', 'اتمني', 'اتمني التوفيق', 'واتمني', 'دوام', 'والنجاح', 'بالتوفيق', 'الداءم', 'نتمني']","['اتمني التوفيق', 'تمنياتي', 'بالتوفيق', 'موفقين', 'التوفيق', 'اتمني', 'نتمني', 'بارك الله جهودهم', 'والنجاح', 'اتمنا']","['والمتميز اتمني التوفيق', 'نظييف اتمني التوفيق', 'وامانتها اتمني التوفيق']"
74,73,185,73_والاحترام_احترام_محترمه_الاحترام,"['والاحترام', 'احترام', 'محترمه', 'الاحترام', 'واحترام', 'والتقدير', 'والاداره', 'انسانه', 'محترم', 'للاداره']","['والاحترام', 'واحترام', 'احترام', 'الاحترام', 'وتقدير', 'والتقدير', 'محترمه', 'محترمين', 'محترمات', 'والمسءوله']","['والاحترام', 'والاحترام', 'والاحترام']"
75,74,184,74_وبركاته_والارقام_جزاكم الله_جزاكم,"['وبركاته', 'والارقام', 'جزاكم الله', 'جزاكم', 'جزاكم الله خير', 'والامهات', 'الله خير', 'الارقام', 'خير', 'الله خيرا']","['وبركاته', 'جزاكم الله', 'جزاكم الله خير', 'جزاكم', 'الله خيرا', 'يارب', 'خيرا', 'الله الف خير', 'الله خير', 'الله']","['وبركاته', 'وبركاته', 'وبركاته']"
76,75,182,75_التسجيل_سجلت_للتسجيل_تسجيل,"['التسجيل', 'سجلت', 'للتسجيل', 'تسجيل', 'اني سجلت', 'مسجله', 'ماندمت اني سجلت', 'الاشتراك', 'اشتراك', 'ماندمت اني']","['التسجيل', 'تسجيل', 'للتسجيل', 'نسجل', 'بتسجيل', 'الاشتراك', 'يسجلون', 'مسجل', 'مسجله', 'اشتراك']","['التسجيل', 'تخبطات التسجيل', 'والمرونه التسجيل']"
77,76,181,76_جهودهم_جهودكم_ويبارك_جهودها,"['جهودهم', 'جهودكم', 'ويبارك', 'جهودها', 'المبذوله', 'جهود', 'الجباره', 'مجهود', 'وبارك', 'المجهود']","['جهودهم', 'مجهودهم', 'جهودهم المبذوله', 'جهدهم', 'جهودها', 'مجهودها', 'بجهودهم', 'جهودكم', 'جهودك', 'لجهودهم']","['ويش كرون جهودهم', 'جهودهم', 'جهودهم مسكوره']"
78,77,181,77_عاليه_عالي_مستوي_العاليه,"['عاليه', 'عالي', 'مستوي', 'العاليه', 'الامان', 'متميزه', 'اعلي', 'اعلي مستوي', 'مستوي الامان', 'العالي']","['كفاءه عاليه', 'مستوي عالي', 'اعلي مستوي', 'عالي', 'ومتميز', 'ممتازين', 'ومتميزه', 'العالي', 'العاليه', 'ممتازه']","['والمعقمات عاليه', 'وبمعايير عاليه', 'واحترافيه عاليه']"
79,78,181,78_واداريات_اداره راءعه_اداره_الاداريات,"['واداريات', 'اداره راءعه', 'اداره', 'الاداريات', 'اداره متعاونه', 'والاداريات', 'ومنظمه', 'اداريات', 'ماديه', 'الاداره']","['واداريات', 'والاداريات', 'الاداريات', 'والاداريه', 'والاداري', 'اداريات', 'الاداريه', 'اداريه', 'الاداره', 'اداري']","['واداريات', 'واداريات', 'واداريات']"
80,79,176,79_الحروف_حروف_وتعلم_العربيه,"['الحروف', 'حروف', 'وتعلم', 'العربيه', 'تعلمت', 'يعرف', 'يتعلم', 'الكلمات', 'تعليم', 'تعلم']","['الحروف', 'حروف', 'حروف الطفوله', 'كلمات', 'الكلمات', 'مكتوب', 'ادب', 'بالعربي', 'بالنطق', 'كتابه']","['ومخارج الحروف', 'وتاسسهم الحروف', 'ولايعرف الحروف']"
81,80,175,80_للاداره_للمديره_شكرا للاداره_اشكر المديره,"['للاداره', 'للمديره', 'شكرا للاداره', 'اشكر المديره', 'الشكر', 'وشكرا', 'المديره', 'شكرا', 'والشكر', 'الشكر للاداره']","['الشكر للاداره', 'شكرا للاداره', 'شكرا لمديره', 'شكرا طاقم', 'اشكر المديره', 'الحضانه شكرا', 'الف شكر', 'والشكر موصول', 'بالشكر', 'الشكر']","['الشكر للمديره نهله', 'شكر للاداره', 'شكر للاداره']"
82,81,171,81_القران_الكريم_قران_حفظ,"['القران', 'الكريم', 'قران', 'حفظ', 'وحفظ', 'تحفيظ', 'السور', 'سوره', 'تعليم', 'حافظه']","['القران', 'قران', 'يقرا', 'قراءه', 'قرطبه', 'سوره', 'الكريم', 'القاعده النورانيه', 'عربيه', 'تعليم راءع']","['وسور القران', 'وقراءه القران', 'واقامه مسابقه لحفظ القران']"
83,82,167,82_الباب_متي_تفتح_مفتوح,"['الباب', 'متي', 'تفتح', 'مفتوح', 'مفتوحه', 'باب', 'فتح', 'حارس', 'مغلقه', 'يفتح']","['الباب', 'باب', 'مقفله', 'تفتح', 'فتح', 'مفتوحه', 'يفتحون', 'تفتحون', 'مفتوح', 'يفتح']","['ومقفل الباب التشير', 'وندق الباب', 'واقفه الباب احتريها تهدا ماسكتت']"
84,83,167,83_المراكز_افضل المراكز_افضل مركز_اجمل المراكز,"['المراكز', 'افضل المراكز', 'افضل مركز', 'اجمل المراكز', 'المراكز اللي', 'افضل', 'اجمل', 'المراكز الي', 'افضل المراكز اللي', 'مركز']","['افضل المراكز', 'افضل مراكز', 'اجمل المراكز', 'افضل المراكز اللي', 'اجمل مراكز', 'افضل مركز', 'مركز الافضل', 'المراكز', 'المراكز اللي', 'اجمل مركز']","['افضل المراكز', 'افضل المراكز', 'افضل المراكز']"
85,84,162,84_الوقت_طويل_طول_اوقات,"['الوقت', 'طويل', 'طول', 'اوقات', 'الدوام', 'الاوقات', 'طول الوقت', 'طويله', 'بالهم', 'بال']","['طول الوقت', 'الوقت', 'اوقات', 'الاوقات', 'وطول', 'دوامهم', 'بشكل دوري', 'فتره طويله', 'طوال', 'طول']","['وندمت الوقت اللي', 'ومتواجده معاهم طول الوقت', 'وتناغي طول الوقت']"
86,85,161,85_للاطفال_بيءه_مناسبه للاطفال_مناسبه,"['للاطفال', 'بيءه', 'مناسبه للاطفال', 'مناسبه', 'للطفل', 'وامنه', 'مناسب', 'امنه للاطفال', 'بيءه صحيه', 'بيءه مناسبه']","['للاطفال', 'مناسبه للاطفال', 'لاطفال', 'امنه للاطفال', 'للصغار', 'جميله للاطفال', 'لضيافه الاطفال', 'للطفل', 'عالاطفال', 'الاطفال']","['ومختلفه للاطفال', 'ومناسب للاطفال', 'والمسليه للاطفال']"
87,86,159,86_والمعلمات_بالمعلمات_الكتب_,"['والمعلمات', 'بالمعلمات', 'الكتب', '', '', '', '', '', '', '']","['والمعلمات', 'بالمعلمات', 'الكتب', '', '', '', '', '', '', '']","['والمعلمات', 'والمعلمات', 'والمعلمات']"
88,87,157,87_واهتمام___,"['واهتمام', '', '', '', '', '', '', '', '', '']","['واهتمام', '', '', '', '', '', '', '', '', '']","['واهتمام', 'واهتمام', 'واهتمام']"
89,88,156,88_فضله_ويرزقكم_رزقهم_عطاءكم,"['فضله', 'ويرزقكم', 'رزقهم', 'عطاءكم', 'وحرصكم', 'ويبارك', 'وبالتوفيق', 'ويرزقهم', 'داءما', 'كده']","['ويرزقهم', 'رزقهم', 'ويرزقكم', 'يبارك', 'فضله', 'يعطيكم', 'وحرصكم', 'عطاءكم', 'قدمتوه', 'اكثر']","['ويزيدهم فضله', 'ويزيدهم فضله', 'ويزيدهم فضله']"
90,89,152,89_شكرا_الشكر_مدارس_المدرسه,"['شكرا', 'الشكر', 'مدارس', 'المدرسه', 'لمديره', 'التعليمي', 'الطاقم التعليمي', 'شكر', 'واشكر', 'شكرا القاءمين']","['الشكر لاداره', 'شكرا القاءمين', 'راءعه شكرا', 'الشكر شكرا', 'شكرا شكرا', 'الشكر موصول', 'الف شكر', 'جزيل الشكر', 'الف الف شكر', 'شكرا']","['شكرا المدرسه', 'شكرا لادراه المدرسه', 'شكرا المدرسه']"
91,90,152,90_العربيه_اللغه_الانجليزيه_الانجليزي,"['العربيه', 'اللغه', 'الانجليزيه', 'الانجليزي', 'اللغه العربيه', 'عربي', 'اللغه الانجليزيه', 'العربي', 'انجليزيه', 'لغه']","['اللغه العربيه', 'باللغه العربيه', 'العربي', 'عربي', 'العربيه', 'عربيه', 'بالعربي', 'لغه انجليزيه', 'اللغه الانجليزيه', 'اللغه']","['وتعليم اللغه العربيه', 'لانني افهم اللغه العربيه', 'واستاذه اللغه العربيه اميمه']"
92,91,151,91_الجميع_الكل_والكل_والجميع,"['الجميع', 'الكل', 'والكل', 'والجميع', 'جميعا', 'استثناء', 'همهم', 'متعاون', 'للجميع', 'الفلوس']","['الجميع', 'للجميع', 'جميعا', 'والجميع', 'والكل', 'انصح الكل', 'انصح الجميع', 'الكل', 'همها', 'تمام']","['وتسعي لرضي الجميع', 'والوقت الي يخدم الجميع', 'الجميع']"
93,92,151,92_جديد_قديم_المبني_الجديد,"['جديد', 'قديم', 'المبني', 'الجديد', 'المبني قديم', 'جددا', 'جديده', 'مبني', 'الجديده', 'سيء']","['جديد', 'المبني قديم', 'الجديده', 'الجديد', 'جديده', 'شي جديد', 'ناحيه المبني', 'المبني', 'جدد', 'جددا']","['المبني جديد', 'المبني جديد', 'المبني جديد']"
94,93,150,93_مرتبه_الفصول_النواحي_تكوين,"['مرتبه', 'الفصول', 'النواحي', 'تكوين', 'حضانه تكوين', 'الترتيب', 'راءعه النواحي', 'فصول', 'النواحي نظافه', 'حضانه']","['مستوي النظافه', 'حضانه راءعه', 'مرتبه', 'حضانه', 'الترتيب', 'الحضانه مره', 'صفوف', 'ترتيب', 'الفصول', 'المستوي']","['حضانه مرتبه', 'الفصول مرتبه', 'الفصول مرتبه']"
95,94,150,94_ومتابعه_ورعايتهم_ومتابعتهم_والمتابعه,"['ومتابعه', 'ورعايتهم', 'ومتابعتهم', 'والمتابعه', 'ومساعدتها', 'الدعم', 'لبنتي', 'لوزاره', 'ومتابعتها', 'وعنايتهم']","['ومتابعه', 'والمتابعه', 'ومتابعتها', 'ومتابعتهم', 'متابعه', 'ورعايتهم', 'رعايتهم', 'رعايه', 'ومعلمه', 'وعنايتهم']","['ومتابعه', 'ومتابعه', 'ومتابعه']"
96,95,149,95_الطفل_يطلع_الطفل يطلع_خروج,"['الطفل', 'يطلع', 'الطفل يطلع', 'خروج', 'طفل', 'دخول', 'والطفل', 'الطفله', 'وحريصين', 'ان الطفل']","['يطلع الطفل', 'الطفل يطلع', 'الطفل', 'بالطفل', 'والطفل', 'الطفل بشكل', 'ان الطفل', 'حريصين الطفل', 'طفل', 'شخصيه الطفل']","['ويربون الطفل', 'ووناسه الطفل', 'ويحتون الطفل']"
97,96,147,96_شيء_ابد_ابدا_الاشياء,"['شيء', 'ابد', 'ابدا', 'الاشياء', 'اكثر شي', 'شي', 'واكثر', 'واكثر شي', 'ندمت', 'عجبني']","['اي شيء', 'شيء', 'واشياء', 'والاشياء', 'واكثر شي', 'اشياء', 'اي حاجه', 'الاشياء', 'اكثر شي', 'شي حلو']","['واهتماهم شيء', 'ومايغصبونه شيء', 'يسترد شيء']"
98,97,145,97_مركز جميل_جميل_مركز_وترفيه,"['مركز جميل', 'جميل', 'مركز', 'وترفيه', 'متكامل', 'مره جميل', 'جمييل', 'مركز متكامل', 'المركز جميل', 'جميله']","['مركز جميل', 'المركز جميل', 'مركز', 'مركز متكامل', 'المركز', 'جميله', 'جميل', 'مره جميل', 'وترفيه', 'متكامل']","['مركز جميل', 'مركز جميل', 'مركز جميل']"
99,98,143,98_يومي_يوميا_يوم_بشكل يومي,"['يومي', 'يوميا', 'يوم', 'بشكل يومي', 'تقرير', 'صور', 'اليوم', 'اليوميه', 'السناب', 'الطفل']","['يوم الطفل', 'يوميا', 'بشكل يومي', 'اليومي', 'يوميه', 'يومي', 'اليوميه', 'باليوم', 'الطفل بشكل', 'يوم']","['يصورون الاطفال بشكل يومي السناب', 'يوجد تقرير يدوي يومي يختصر نشاط الطفل اليوم', 'يصورون اطفالنا يوميا السناب بشكل يومي']"
100,99,141,99_الرسوم_رسوم_المبلغ_فلوس,"['الرسوم', 'رسوم', 'المبلغ', 'فلوس', 'كامل', 'مبالغ', 'دفعت', 'التسجيل', 'رسومها', 'رسومهم']","['الرسوم', 'رسوم', 'رسومها', 'رسومهم', 'الدفع', 'مبالغ', 'دفع', 'ادفع', 'دفعت', 'مبلغ']","['الرسوم', 'الرسوم', 'تسديد الرسوم']"
101,100,140,100_كثير_كثيره_الكثير_استفاد,"['كثير', 'كثيره', 'الكثير', 'استفاد', 'استفاد كثير', 'واستفادت', 'كتير', 'وكثير', 'استفدت', 'بكثير']","['وكثير', 'استفاد كثير', 'كثيرا', 'الكثير', 'كثيره', 'كثير', 'بكثير', 'اشياء كثيره', 'كتير', 'كثر']","['وحابتها كثير', 'واستفدت كثير نصايحها', 'وشكاوي كثيره الي يقهر ان المرسلات عددها كثير']"
102,101,138,101_تجربه_تجربتي_ابنتي_كانت,"['تجربه', 'تجربتي', 'ابنتي', 'كانت', 'طفلي', 'سابقه', 'سنوات', 'لمده', 'رقم سنوات', 'بنتي']","['تجربتي معاهم', 'تجربتي', 'تجربه راءعه', 'طفلتي كانت', 'تجربه', 'تجربه سيءه', 'اجرب', 'طفلتي', 'ابنتي', 'جربتها']","['عاش طفلي تجربه جميله', 'ولبنتي كانت تجربه ممتازه', 'المدرسه تجربه بطفلين راءعه']"
103,102,133,102_صور_الصور_التصوير_صوره,"['صور', 'الصور', 'التصوير', 'صوره', 'ترسل', 'تصوير', 'ويرسلون', 'يرسلون', 'تصويرهم', 'سناب']","['صور', 'الصور', 'صوره', 'تصويرهم', 'تصوير', 'وتصوير', 'التصوير', 'ويصورون', 'وجمال', 'ارسال']","['تفرجو صور المحادثات', 'ومستمتعين صور الانستغرام', 'ارفقو صور']"
104,103,132,103_والفصول_والحاضنات_وحريصات_ومريحات,"['والفصول', 'والحاضنات', 'وحريصات', 'ومريحات', 'والحاضنه', 'ومخلصات', 'الاناشيد', 'كميرات', 'اعطاء', 'كذالك']","['والفصول', 'والحاضنات', 'والحاضنه', 'وحريصات', 'ومريحات', 'ومخلصات', 'الاناشيد', 'كامهات', 'كمان', 'كميرات']","['والفصول', 'والفصول', 'والفصول']"
105,104,132,104_طفلك_ولدك_تحطين_تحطين طفلك,"['طفلك', 'ولدك', 'تحطين', 'تحطين طفلك', 'اطفالك', 'امينه', 'ايدي امينه', 'ايدي', 'ان طفلك', 'يعني']","['حطي طفلك', 'تحطين طفلك', 'ان طفلك', 'طفلك', 'طفلتك', 'تحطين اطفالك', 'اطفالكم', 'اطفالك', 'اولادك', 'ولدك']","['وشرب طفلك', 'ومانستقبل طفلك', 'وتنزلين طفلك']"
106,105,132,105_وانا مرتاحه_مرتاحه_وانا_سعيده,"['وانا مرتاحه', 'مرتاحه', 'وانا', 'سعيده', 'سعيد', 'وسعيده', 'مرتاح', 'معاهم', 'جد', 'فخوره']","['وانا مرتاحه', 'انا سعيده', 'وسعيده', 'ومرتاحه', 'مرتاحه', 'ودمتم', 'مرتاح', 'وانا', 'سعيد', 'راضيه']","['وانا مرتاحه', 'وانا مرتاحه', 'وانا مرتاحه']"
107,106,131,106_المبني_مبني_بشكل عام_عام,"['المبني', 'مبني', 'بشكل عام', 'عام', 'والمبني', 'كبيره', 'بشكل', 'كبير', 'دار', 'جميل']","['المبني', 'مبني', 'ناحيه المبني', 'بناء', 'الدار', 'متكامل', 'مجهز', 'نظيف', 'جيده', 'متميزه']","['المبني', 'المبني ملاءم', 'المبني بشكل عام جميل']"
108,107,129,107_تعليمي_التعليمي_وكادر تعليمي_تعليميه,"['تعليمي', 'التعليمي', 'وكادر تعليمي', 'تعليميه', 'وكادر', 'ممتاز', 'التعليمي ممتاز', 'تعليمي ممتاز', 'طاقم', 'بيءه تعليميه']","['تعليمي ممتاز', 'تعليمي متميز', 'وكادر تعليمي', 'والكادر التعليمي', 'التعليمي ممتاز', 'تعليمي مميز', 'الكادر التعليمي', 'طاقم تعليمي', 'وطاقم التدريس', 'الطاقم التعليمي']","['وكادر تعليمي متميز', 'وكادر تعليمي ممتاز', 'وكادر تعليمي ممتاز']"
109,108,126,108_وانت_وانتم_بالصدفه_وكنت,"['وانت', 'وانتم', 'بالصدفه', 'وكنت', 'انتم', 'كنت', 'خايفه', 'تتحمس', 'وصارت', 'متطمن']","['كنت متطمنه', 'وانتم', 'كنتم', 'انتم', 'كنت', 'انت', 'انبسطت', 'وكنت', 'انتي', 'انك']","['وانت مطمن', 'وانت مطمن', 'وانت مغمضه']"
110,109,125,109_اخلاق_اخلاقهم_اخلاقها_الاخلاق,"['اخلاق', 'اخلاقهم', 'اخلاقها', 'الاخلاق', 'عاليه', 'واخلاقها', 'وقمه', 'واخلاق', 'حسن', 'الطيبه']","['اخلاق', 'اخلاقها', 'الاخلاق', 'اخلاقهم', 'والاخلاق', 'قمه الاخلاق', 'واخلاق', 'واخلاقهم', 'الجوده', 'واخلاقها']","['واداراتها اخلاق', 'وستاف اخلاق', 'والبناات يازينهم اخلاق']"
111,110,123,110_تغير_طفلي_تطور_لاحظت,"['تغير', 'طفلي', 'تطور', 'لاحظت', 'تغيرت', 'للافضل', 'كثير', 'شخصيه', 'بنتي', 'وتغير']","['شخصيه طفلي', 'طفلي', 'طفلتي', 'الاطفال طفلي', 'ابنتي', 'تغيرت', 'بنتي استفادت', 'بنتي كانت', 'للاطفال بنتي', 'لاحظت تغير']","['لاحظت تحسن طفلي', 'تغيرت شخصيه طفلي للافضل اصبح اجتماعي جد', 'طفلي تغير معاهم للافضل بشكل']"
112,111,122,111_وبنتي_تحبها_بنتي تحبها_تحب,"['وبنتي', 'تحبها', 'بنتي تحبها', 'تحب', 'بنتي', 'حبتهم', 'واطفالي', 'طفلي', 'وولدي', 'يحبها']","['بنتي تحبها', 'تحبها', 'يحبها', 'والحب', 'وابنتي', 'حبتهم', 'حبها', 'ومحبه', 'حبتها', 'وحب']","['وبنتي تحب الحضانه', 'وبنتي تحب الحيوانات', 'وبنتي مره تحبها']"
113,112,121,112_واخلاص_ثقه_الثقه_بالثقه,"['واخلاص', 'ثقه', 'الثقه', 'بالثقه', 'وثقه', 'والاخلاص', 'الامانه', 'مصداقيه', 'ايمان', 'الاعتماد']","['واخلاص', 'والاخلاص', 'وصدق', 'اخلاص', 'الاخلاص', 'صدق', 'وحنان', 'والامانه', 'مصداقيه', 'وتمهيدي']","['واخلاص', 'واخلاص', 'واخلاص']"
114,113,120,113_العمل_عملها_شغلها_تعمل,"['العمل', 'عملها', 'شغلها', 'تعمل', 'عملهم', 'ويعملون', 'شغل', 'شغلهم', 'بالعمل', 'يعمل']","['العمل', 'ومهنيه', 'ويعملون', 'بالعمل', 'عملها', 'والانشطه', 'عمل', 'شغلها', 'عملهم', 'اعمال']","['والمخلصه العمل', 'ودقيقات العمل', 'وتفانيك العمل']"
115,114,120,114_الثاني_ثاني_الثالث_ثانيه,"['الثاني', 'ثاني', 'الثالث', 'ثانيه', 'الثانيه', 'ثالث', 'الترم', 'مستوي ثاني', 'مستوي', 'متوسط']","['الترم الثالث', 'مستوي ثاني', 'ثالث', 'الثانيه', 'الثالث', 'ثاني', 'الثاني', 'وثاني', 'ثانيه', 'والثانيه']","['وبتنقله الترم الثاني', 'تسجيل روضه مستوي ثالث الترم الثاني', 'الترم الثالث لروضه ثانيه']"
116,115,120,115_اسبوع_الاسبوع_اسبوعين_يومين,"['اسبوع', 'الاسبوع', 'اسبوعين', 'يومين', 'ايام', 'ثلاث', 'لمده', 'او', 'الشهر', 'الا']","['اسبوع', 'الاسبوع', 'اسبوعين', 'الاسبوعيه', 'اسابيع', 'الشهر', 'الاحد', 'بيوم', 'يومين', 'ايام']","['ماكملو اسبوع', 'ومتجددين اسبوع', 'رجعته اسبوع جبرته خاطره بحفله']"
